end_date_year_month,start_date_year_month,start_date_year_quarter,end_date_year_quarter,start_date_quarter,start_date_year,id,start_date,start_date_month,end_date,end_date_month,end_date_quarter,end_date_year,service_division_owner,service_result,ward_id,estimated_cost,Ward Name,Latitude,Longitude
2012 Jan,2011 Oct,2011 Q4,2012 Q1,Q4,2011,15123,2011-10-28,October,2012-01-03,January,Q1,2012,"Parks, Forestry & Recreation",PASS,4,255000,Parkdale–High Park,43.65,-79.46
2012 Feb,2011 Oct,2011 Q4,2012 Q1,Q4,2011,11229,2011-10-29,October,2012-02-06,February,Q1,2012,Transportation Services,FAIL,15,130000,Don Valley West,43.72,-79.36
2012 Feb,2011 Oct,2011 Q4,2012 Q1,Q4,2011,14437,2011-10-29,October,2012-02-09,February,Q1,2012,Transportation Services,PASS,2,54000,Etobicoke Centre,43.67,-79.55
2011 Nov,2011 Oct,2011 Q4,2011 Q4,Q4,2011,4520,2011-10-30,October,2011-11-08,November,Q4,2011,Solid Waste Management,PASS,10,264000,Spadina–Fort York,43.64,-79.39
2011 Dec,2011 Oct,2011 Q4,2011 Q4,Q4,2011,6698,2011-10-30,October,2011-12-06,December,Q4,2011,Transportation Services,PASS,1,174000,Etobicoke North,43.733,-79.565
2011 Dec,2011 Oct,2011 Q4,2011 Q4,Q4,2011,7805,2011-10-30,October,2011-12-20,December,Q4,2011,Toronto Water,PASS,16,192000,Don Valley East,43.75,-79.34
2012 Jan,2011 Oct,2011 Q4,2012 Q1,Q4,2011,7092,2011-10-31,October,2012-01-27,January,Q1,2012,"Parks, Forestry & Recreation",PASS,11,80000,University–Rosedale,43.67,-79.4
2011 Dec,2011 Oct,2011 Q4,2011 Q4,Q4,2011,18064,2011-10-31,October,2011-12-01,December,Q4,2011,Toronto Water,PASS,2,126000,Etobicoke Centre,43.67,-79.55
2012 Feb,2011 Nov,2011 Q4,2012 Q1,Q4,2011,11635,2011-11-01,November,2012-02-29,February,Q1,2012,Toronto Water,FAIL,22,12000,Scarborough–Agincourt,43.8,-79.27
2011 Nov,2011 Nov,2011 Q4,2011 Q4,Q4,2011,3259,2011-11-02,November,2011-11-10,November,Q4,2011,Toronto Water,PASS,14,2000,Toronto–Danforth,43.68,-79.34
2012 Jan,2011 Nov,2011 Q4,2012 Q1,Q4,2011,4314,2011-11-02,November,2012-01-23,January,Q1,2012,Solid Waste Management,PASS,19,36000,Beaches–East York,43.68,-79.3
2012 Feb,2011 Nov,2011 Q4,2012 Q1,Q4,2011,6669,2011-11-02,November,2012-02-02,February,Q1,2012,Transportation Services,PASS,1,264000,Etobicoke North,43.733,-79.565
2011 Dec,2011 Nov,2011 Q4,2011 Q4,Q4,2011,11199,2011-11-02,November,2011-12-14,December,Q4,2011,Transportation Services,PASS,19,285000,Beaches–East York,43.68,-79.3
2011 Nov,2011 Nov,2011 Q4,2011 Q4,Q4,2011,13206,2011-11-02,November,2011-11-05,November,Q4,2011,Toronto Water,PASS,12,222000,Toronto–St. Paul's,43.69,-79.41
2012 Feb,2011 Nov,2011 Q4,2012 Q1,Q4,2011,16341,2011-11-02,November,2012-02-09,February,Q1,2012,Solid Waste Management,PASS,8,231000,Eglinton–Lawrence,43.72,-79.43
2012 Jan,2011 Nov,2011 Q4,2012 Q1,Q4,2011,3904,2011-11-03,November,2012-01-15,January,Q1,2012,Toronto Water,PASS,24,240000,Scarborough–Guildwood,43.74,-79.22
2012 Feb,2011 Nov,2011 Q4,2012 Q1,Q4,2011,19983,2011-11-03,November,2012-02-01,February,Q1,2012,"Parks, Forestry & Recreation",FAIL,3,180000,Etobicoke–Lakeshore,43.62,-79.51
2012 Jan,2011 Nov,2011 Q4,2012 Q1,Q4,2011,5424,2011-11-04,November,2012-01-17,January,Q1,2012,Municipal Licensing & Standards,PASS,17,94000,Don Valley North,43.78,-79.35
2012 Jan,2011 Nov,2011 Q4,2012 Q1,Q4,2011,12608,2011-11-05,November,2012-01-24,January,Q1,2012,"Parks, Forestry & Recreation",PASS,20,59000,Scarborough Southwest,43.71,-79.26
2012 Jan,2011 Nov,2011 Q4,2012 Q1,Q4,2011,19200,2011-11-05,November,2012-01-09,January,Q1,2012,"Parks, Forestry & Recreation",PASS,4,130000,Parkdale–High Park,43.65,-79.46
2012 Jan,2011 Nov,2011 Q4,2012 Q1,Q4,2011,3518,2011-11-06,November,2012-01-17,January,Q1,2012,Solid Waste Management,FAIL,8,45000,Eglinton–Lawrence,43.72,-79.43
2012 Jan,2011 Nov,2011 Q4,2012 Q1,Q4,2011,8383,2011-11-06,November,2012-01-23,January,Q1,2012,"Parks, Forestry & Recreation",PASS,25,73000,Scarborough–Rouge Park,43.81,-79.13
2012 Mar,2011 Nov,2011 Q4,2012 Q1,Q4,2011,12412,2011-11-09,November,2012-03-09,March,Q1,2012,"Parks, Forestry & Recreation",PASS,5,156000,York South–Weston,43.7,-79.49
2012 Apr,2011 Nov,2011 Q4,2012 Q2,Q4,2011,2559,2011-11-10,November,2012-04-05,April,Q2,2012,"Parks, Forestry & Recreation",PASS,2,61000,Etobicoke Centre,43.67,-79.55
2012 Jan,2011 Nov,2011 Q4,2012 Q1,Q4,2011,5619,2011-11-10,November,2012-01-14,January,Q1,2012,Toronto Water,FAIL,22,120000,Scarborough–Agincourt,43.8,-79.27
2012 Mar,2011 Nov,2011 Q4,2012 Q1,Q4,2011,9550,2011-11-10,November,2012-03-08,March,Q1,2012,Toronto Water,FAIL,20,28000,Scarborough Southwest,43.71,-79.26
2012 Jan,2011 Nov,2011 Q4,2012 Q1,Q4,2011,9831,2011-11-11,November,2012-01-12,January,Q1,2012,Toronto Water,PASS,7,252000,Humber River–Black Creek,43.74,-79.52
2012 Jan,2011 Nov,2011 Q4,2012 Q1,Q4,2011,8836,2011-11-12,November,2012-01-14,January,Q1,2012,Solid Waste Management,FAIL,11,93000,University–Rosedale,43.67,-79.4
2012 Feb,2011 Nov,2011 Q4,2012 Q1,Q4,2011,11434,2011-11-12,November,2012-02-06,February,Q1,2012,Solid Waste Management,PASS,22,142000,Scarborough–Agincourt,43.8,-79.27
2012 Jan,2011 Nov,2011 Q4,2012 Q1,Q4,2011,11961,2011-11-12,November,2012-01-26,January,Q1,2012,Municipal Licensing & Standards,PASS,16,47000,Don Valley East,43.75,-79.34
2011 Nov,2011 Nov,2011 Q4,2011 Q4,Q4,2011,16215,2011-11-12,November,2011-11-25,November,Q4,2011,Transportation Services,PASS,13,112000,Toronto Centre,43.66,-79.37
2011 Dec,2011 Nov,2011 Q4,2011 Q4,Q4,2011,18638,2011-11-12,November,2011-12-31,December,Q4,2011,Solid Waste Management,FAIL,4,91000,Parkdale–High Park,43.65,-79.46
2012 Apr,2011 Nov,2011 Q4,2012 Q2,Q4,2011,4083,2011-11-13,November,2012-04-16,April,Q2,2012,"Parks, Forestry & Recreation",PASS,21,61000,Scarborough Centre,43.76,-79.25
2012 Jan,2011 Nov,2011 Q4,2012 Q1,Q4,2011,16978,2011-11-13,November,2012-01-25,January,Q1,2012,"Parks, Forestry & Recreation",PASS,17,36000,Don Valley North,43.78,-79.35
2012 Mar,2011 Nov,2011 Q4,2012 Q1,Q4,2011,2662,2011-11-14,November,2012-03-19,March,Q1,2012,"Parks, Forestry & Recreation",PASS,25,78000,Scarborough–Rouge Park,43.81,-79.13
2012 Mar,2011 Nov,2011 Q4,2012 Q1,Q4,2011,4262,2011-11-14,November,2012-03-06,March,Q1,2012,Transportation Services,PASS,10,105000,Spadina–Fort York,43.64,-79.39
2012 Mar,2011 Nov,2011 Q4,2012 Q1,Q4,2011,6916,2011-11-14,November,2012-03-31,March,Q1,2012,"Parks, Forestry & Recreation",PASS,24,46000,Scarborough–Guildwood,43.74,-79.22
2011 Dec,2011 Nov,2011 Q4,2011 Q4,Q4,2011,13568,2011-11-14,November,2011-12-04,December,Q4,2011,Municipal Licensing & Standards,PASS,14,53000,Toronto–Danforth,43.68,-79.34
2011 Nov,2011 Nov,2011 Q4,2011 Q4,Q4,2011,15033,2011-11-14,November,2011-11-29,November,Q4,2011,Municipal Licensing & Standards,PASS,14,4000,Toronto–Danforth,43.68,-79.34
2012 Jan,2011 Nov,2011 Q4,2012 Q1,Q4,2011,16194,2011-11-14,November,2012-01-07,January,Q1,2012,Solid Waste Management,PASS,22,51000,Scarborough–Agincourt,43.8,-79.27
2012 Feb,2011 Nov,2011 Q4,2012 Q1,Q4,2011,19104,2011-11-14,November,2012-02-05,February,Q1,2012,Toronto Water,FAIL,15,60000,Don Valley West,43.72,-79.36
2011 Dec,2011 Nov,2011 Q4,2011 Q4,Q4,2011,15584,2011-11-15,November,2011-12-06,December,Q4,2011,Toronto Water,FAIL,15,35000,Don Valley West,43.72,-79.36
2011 Nov,2011 Nov,2011 Q4,2011 Q4,Q4,2011,19956,2011-11-15,November,2011-11-17,November,Q4,2011,Transportation Services,FAIL,13,264000,Toronto Centre,43.66,-79.37
2012 Mar,2011 Nov,2011 Q4,2012 Q1,Q4,2011,20110,2011-11-15,November,2012-03-08,March,Q1,2012,Toronto Water,FAIL,13,207000,Toronto Centre,43.66,-79.37
2012 Jan,2011 Nov,2011 Q4,2012 Q1,Q4,2011,6928,2011-11-18,November,2012-01-21,January,Q1,2012,Toronto Water,FAIL,2,168000,Etobicoke Centre,43.67,-79.55
2012 Feb,2011 Nov,2011 Q4,2012 Q1,Q4,2011,13566,2011-11-18,November,2012-02-25,February,Q1,2012,Transportation Services,PASS,16,52000,Don Valley East,43.75,-79.34
2011 Dec,2011 Nov,2011 Q4,2011 Q4,Q4,2011,18684,2011-11-18,November,2011-12-29,December,Q4,2011,Toronto Water,FAIL,15,2000,Don Valley West,43.72,-79.36
2012 Jan,2011 Nov,2011 Q4,2012 Q1,Q4,2011,6152,2011-11-19,November,2012-01-12,January,Q1,2012,Municipal Licensing & Standards,FAIL,17,100000,Don Valley North,43.78,-79.35
2012 Mar,2011 Nov,2011 Q4,2012 Q1,Q4,2011,7987,2011-11-19,November,2012-03-18,March,Q1,2012,Toronto Water,PASS,6,10000,York Centre,43.75,-79.45
2012 Feb,2011 Nov,2011 Q4,2012 Q1,Q4,2011,2873,2011-11-20,November,2012-02-27,February,Q1,2012,Transportation Services,PASS,1,11000,Etobicoke North,43.733,-79.565
2012 Jan,2011 Nov,2011 Q4,2012 Q1,Q4,2011,14860,2011-11-20,November,2012-01-24,January,Q1,2012,Solid Waste Management,FAIL,23,255000,Scarborough North,43.82,-79.24
2012 Jan,2011 Nov,2011 Q4,2012 Q1,Q4,2011,17404,2011-11-20,November,2012-01-19,January,Q1,2012,"Parks, Forestry & Recreation",PASS,19,116000,Beaches–East York,43.68,-79.3
2012 Feb,2011 Nov,2011 Q4,2012 Q1,Q4,2011,14888,2011-11-21,November,2012-02-13,February,Q1,2012,"Parks, Forestry & Recreation",PASS,4,110000,Parkdale–High Park,43.65,-79.46
2011 Nov,2011 Nov,2011 Q4,2011 Q4,Q4,2011,7700,2011-11-22,November,2011-11-29,November,Q4,2011,Transportation Services,PASS,16,210000,Don Valley East,43.75,-79.34
2012 Feb,2011 Nov,2011 Q4,2012 Q1,Q4,2011,11410,2011-11-22,November,2012-02-12,February,Q1,2012,Transportation Services,PASS,2,86000,Etobicoke Centre,43.67,-79.55
2012 Jan,2011 Nov,2011 Q4,2012 Q1,Q4,2011,13788,2011-11-22,November,2012-01-22,January,Q1,2012,Solid Waste Management,PASS,21,14000,Scarborough Centre,43.76,-79.25
2011 Nov,2011 Nov,2011 Q4,2011 Q4,Q4,2011,19512,2011-11-23,November,2011-11-28,November,Q4,2011,Solid Waste Management,PASS,25,57000,Scarborough–Rouge Park,43.81,-79.13
2011 Nov,2011 Nov,2011 Q4,2011 Q4,Q4,2011,10733,2011-11-24,November,2011-11-26,November,Q4,2011,Municipal Licensing & Standards,FAIL,3,120000,Etobicoke–Lakeshore,43.62,-79.51
2012 Mar,2011 Nov,2011 Q4,2012 Q1,Q4,2011,203,2011-11-25,November,2012-03-12,March,Q1,2012,Municipal Licensing & Standards,PASS,5,186000,York South–Weston,43.7,-79.49
2012 Mar,2011 Nov,2011 Q4,2012 Q1,Q4,2011,8839,2011-11-25,November,2012-03-03,March,Q1,2012,Municipal Licensing & Standards,FAIL,18,72000,Willowdale,43.77,-79.41
2012 Feb,2011 Nov,2011 Q4,2012 Q1,Q4,2011,6329,2011-11-26,November,2012-02-26,February,Q1,2012,Transportation Services,PASS,9,75000,Davenport,43.67,-79.44
2011 Dec,2011 Nov,2011 Q4,2011 Q4,Q4,2011,6941,2011-11-26,November,2011-12-22,December,Q4,2011,Solid Waste Management,FAIL,6,182000,York Centre,43.75,-79.45
2012 Jan,2011 Nov,2011 Q4,2012 Q1,Q4,2011,7973,2011-11-26,November,2012-01-20,January,Q1,2012,Municipal Licensing & Standards,FAIL,5,76000,York South–Weston,43.7,-79.49
2012 Feb,2011 Nov,2011 Q4,2012 Q1,Q4,2011,9115,2011-11-26,November,2012-02-09,February,Q1,2012,Solid Waste Management,FAIL,24,64000,Scarborough–Guildwood,43.74,-79.22
2012 Jan,2011 Nov,2011 Q4,2012 Q1,Q4,2011,12290,2011-11-26,November,2012-01-12,January,Q1,2012,Transportation Services,PASS,24,150000,Scarborough–Guildwood,43.74,-79.22
2012 Mar,2011 Nov,2011 Q4,2012 Q1,Q4,2011,2502,2011-11-29,November,2012-03-27,March,Q1,2012,Transportation Services,PASS,21,28000,Scarborough Centre,43.76,-79.25
2011 Dec,2011 Nov,2011 Q4,2011 Q4,Q4,2011,4785,2011-11-29,November,2011-12-13,December,Q4,2011,Municipal Licensing & Standards,PASS,5,112000,York South–Weston,43.7,-79.49
2012 Apr,2011 Dec,2011 Q4,2012 Q2,Q4,2011,10262,2011-12-01,December,2012-04-13,April,Q2,2012,"Parks, Forestry & Recreation",PASS,18,54000,Willowdale,43.77,-79.41
2012 Apr,2011 Dec,2011 Q4,2012 Q2,Q4,2011,10477,2011-12-01,December,2012-04-16,April,Q2,2012,"Parks, Forestry & Recreation",FAIL,25,36000,Scarborough–Rouge Park,43.81,-79.13
2011 Dec,2011 Dec,2011 Q4,2011 Q4,Q4,2011,14221,2011-12-01,December,2011-12-14,December,Q4,2011,Toronto Water,FAIL,16,104000,Don Valley East,43.75,-79.34
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,19451,2011-12-01,December,2012-03-26,March,Q1,2012,Toronto Water,PASS,8,45000,Eglinton–Lawrence,43.72,-79.43
2012 Jan,2011 Dec,2011 Q4,2012 Q1,Q4,2011,19485,2011-12-01,December,2012-01-06,January,Q1,2012,"Parks, Forestry & Recreation",PASS,5,42000,York South–Weston,43.7,-79.49
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,3018,2011-12-02,December,2012-03-05,March,Q1,2012,Toronto Water,PASS,3,198000,Etobicoke–Lakeshore,43.62,-79.51
2012 Jan,2011 Dec,2011 Q4,2012 Q1,Q4,2011,6951,2011-12-02,December,2012-01-19,January,Q1,2012,Transportation Services,PASS,1,33000,Etobicoke North,43.733,-79.565
2012 Feb,2011 Dec,2011 Q4,2012 Q1,Q4,2011,7245,2011-12-02,December,2012-02-09,February,Q1,2012,Solid Waste Management,FAIL,4,28000,Parkdale–High Park,43.65,-79.46
2012 Feb,2011 Dec,2011 Q4,2012 Q1,Q4,2011,5177,2011-12-03,December,2012-02-11,February,Q1,2012,Municipal Licensing & Standards,PASS,2,132000,Etobicoke Centre,43.67,-79.55
2012 Apr,2011 Dec,2011 Q4,2012 Q2,Q4,2011,3492,2011-12-04,December,2012-04-21,April,Q2,2012,"Parks, Forestry & Recreation",PASS,23,8000,Scarborough North,43.82,-79.24
2012 Feb,2011 Dec,2011 Q4,2012 Q1,Q4,2011,12034,2011-12-05,December,2012-02-27,February,Q1,2012,Transportation Services,PASS,22,50000,Scarborough–Agincourt,43.8,-79.27
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,18082,2011-12-05,December,2012-03-23,March,Q1,2012,Solid Waste Management,FAIL,19,135000,Beaches–East York,43.68,-79.3
2012 Feb,2011 Dec,2011 Q4,2012 Q1,Q4,2011,5774,2011-12-06,December,2012-02-07,February,Q1,2012,Solid Waste Management,PASS,17,140000,Don Valley North,43.78,-79.35
2012 Feb,2011 Dec,2011 Q4,2012 Q1,Q4,2011,15672,2011-12-06,December,2012-02-02,February,Q1,2012,Toronto Water,PASS,14,234000,Toronto–Danforth,43.68,-79.34
2011 Dec,2011 Dec,2011 Q4,2011 Q4,Q4,2011,9469,2011-12-07,December,2011-12-16,December,Q4,2011,Transportation Services,FAIL,6,228000,York Centre,43.75,-79.45
2012 Apr,2011 Dec,2011 Q4,2012 Q2,Q4,2011,18651,2011-12-07,December,2012-04-03,April,Q2,2012,"Parks, Forestry & Recreation",PASS,4,207000,Parkdale–High Park,43.65,-79.46
2012 Feb,2011 Dec,2011 Q4,2012 Q1,Q4,2011,1795,2011-12-08,December,2012-02-02,February,Q1,2012,Transportation Services,FAIL,1,234000,Etobicoke North,43.733,-79.565
2012 Apr,2011 Dec,2011 Q4,2012 Q2,Q4,2011,2627,2011-12-08,December,2012-04-08,April,Q2,2012,"Parks, Forestry & Recreation",FAIL,6,18000,York Centre,43.75,-79.45
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,3125,2011-12-08,December,2012-03-22,March,Q1,2012,Transportation Services,PASS,4,216000,Parkdale–High Park,43.65,-79.46
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,10636,2011-12-08,December,2012-03-15,March,Q1,2012,"Parks, Forestry & Recreation",FAIL,18,81000,Willowdale,43.77,-79.41
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,8918,2011-12-10,December,2012-03-30,March,Q1,2012,Solid Waste Management,FAIL,9,291000,Davenport,43.67,-79.44
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,19305,2011-12-10,December,2012-03-29,March,Q1,2012,"Parks, Forestry & Recreation",PASS,12,237000,Toronto–St. Paul's,43.69,-79.41
2012 Feb,2011 Dec,2011 Q4,2012 Q1,Q4,2011,2569,2011-12-11,December,2012-02-22,February,Q1,2012,"Parks, Forestry & Recreation",PASS,6,150000,York Centre,43.75,-79.45
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,15752,2011-12-11,December,2012-03-08,March,Q1,2012,"Parks, Forestry & Recreation",PASS,4,45000,Parkdale–High Park,43.65,-79.46
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,16219,2011-12-11,December,2012-03-29,March,Q1,2012,Solid Waste Management,FAIL,3,150000,Etobicoke–Lakeshore,43.62,-79.51
2011 Dec,2011 Dec,2011 Q4,2011 Q4,Q4,2011,18205,2011-12-11,December,2011-12-31,December,Q4,2011,Toronto Water,PASS,19,112000,Beaches–East York,43.68,-79.3
2012 Jan,2011 Dec,2011 Q4,2012 Q1,Q4,2011,12953,2011-12-12,December,2012-01-07,January,Q1,2012,Toronto Water,PASS,11,183000,University–Rosedale,43.67,-79.4
2012 Feb,2011 Dec,2011 Q4,2012 Q1,Q4,2011,14288,2011-12-12,December,2012-02-14,February,Q1,2012,"Parks, Forestry & Recreation",PASS,4,136000,Parkdale–High Park,43.65,-79.46
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,19273,2011-12-12,December,2012-03-10,March,Q1,2012,Toronto Water,FAIL,14,120000,Toronto–Danforth,43.68,-79.34
2012 May,2011 Dec,2011 Q4,2012 Q2,Q4,2011,6006,2011-12-13,December,2012-05-04,May,Q2,2012,"Parks, Forestry & Recreation",PASS,11,1000,University–Rosedale,43.67,-79.4
2011 Dec,2011 Dec,2011 Q4,2011 Q4,Q4,2011,16339,2011-12-13,December,2011-12-28,December,Q4,2011,"Parks, Forestry & Recreation",PASS,2,188000,Etobicoke Centre,43.67,-79.55
2012 Feb,2011 Dec,2011 Q4,2012 Q1,Q4,2011,18506,2011-12-13,December,2012-02-20,February,Q1,2012,Transportation Services,PASS,21,15000,Scarborough Centre,43.76,-79.25
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,19886,2011-12-13,December,2012-03-17,March,Q1,2012,Solid Waste Management,FAIL,13,27000,Toronto Centre,43.66,-79.37
2012 Feb,2011 Dec,2011 Q4,2012 Q1,Q4,2011,20329,2011-12-13,December,2012-02-13,February,Q1,2012,"Parks, Forestry & Recreation",FAIL,13,25000,Toronto Centre,43.66,-79.37
2012 Feb,2011 Dec,2011 Q4,2012 Q1,Q4,2011,20330,2011-12-13,December,2012-02-13,February,Q1,2012,"Parks, Forestry & Recreation",FAIL,13,25000,Toronto Centre,43.66,-79.37
2012 Feb,2011 Dec,2011 Q4,2012 Q1,Q4,2011,20331,2011-12-13,December,2012-02-13,February,Q1,2012,"Parks, Forestry & Recreation",FAIL,13,25000,Toronto Centre,43.66,-79.37
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,4735,2011-12-14,December,2012-03-13,March,Q1,2012,Toronto Water,PASS,18,108000,Willowdale,43.77,-79.41
2012 Feb,2011 Dec,2011 Q4,2012 Q1,Q4,2011,13294,2011-12-14,December,2012-02-18,February,Q1,2012,Solid Waste Management,PASS,15,198000,Don Valley West,43.72,-79.36
2011 Dec,2011 Dec,2011 Q4,2011 Q4,Q4,2011,16971,2011-12-14,December,2011-12-17,December,Q4,2011,Transportation Services,PASS,8,80000,Eglinton–Lawrence,43.72,-79.43
2011 Dec,2011 Dec,2011 Q4,2011 Q4,Q4,2011,18566,2011-12-14,December,2011-12-29,December,Q4,2011,Toronto Water,PASS,20,85000,Scarborough Southwest,43.71,-79.26
2012 Jan,2011 Dec,2011 Q4,2012 Q1,Q4,2011,20083,2011-12-14,December,2012-01-26,January,Q1,2012,Solid Waste Management,FAIL,13,102000,Toronto Centre,43.66,-79.37
2011 Dec,2011 Dec,2011 Q4,2011 Q4,Q4,2011,2879,2011-12-15,December,2011-12-16,December,Q4,2011,Toronto Water,PASS,10,67000,Spadina–Fort York,43.64,-79.39
2012 Feb,2011 Dec,2011 Q4,2012 Q1,Q4,2011,6277,2011-12-16,December,2012-02-19,February,Q1,2012,Municipal Licensing & Standards,PASS,15,6000,Don Valley West,43.72,-79.36
2012 Feb,2011 Dec,2011 Q4,2012 Q1,Q4,2011,6862,2011-12-16,December,2012-02-09,February,Q1,2012,Toronto Water,PASS,4,73000,Parkdale–High Park,43.65,-79.46
2011 Dec,2011 Dec,2011 Q4,2011 Q4,Q4,2011,8227,2011-12-16,December,2011-12-28,December,Q4,2011,Transportation Services,PASS,1,21000,Etobicoke North,43.733,-79.565
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,5588,2011-12-17,December,2012-03-26,March,Q1,2012,Transportation Services,PASS,10,90000,Spadina–Fort York,43.64,-79.39
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,9153,2011-12-17,December,2012-03-24,March,Q1,2012,Municipal Licensing & Standards,FAIL,14,12000,Toronto–Danforth,43.68,-79.34
2011 Dec,2011 Dec,2011 Q4,2011 Q4,Q4,2011,14644,2011-12-17,December,2011-12-31,December,Q4,2011,Municipal Licensing & Standards,PASS,5,231000,York South–Weston,43.7,-79.49
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,19690,2011-12-17,December,2012-03-11,March,Q1,2012,Solid Waste Management,PASS,6,50000,York Centre,43.75,-79.45
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,4749,2011-12-18,December,2012-03-14,March,Q1,2012,Transportation Services,PASS,10,111000,Spadina–Fort York,43.64,-79.39
2011 Dec,2011 Dec,2011 Q4,2011 Q4,Q4,2011,6499,2011-12-18,December,2011-12-19,December,Q4,2011,Transportation Services,PASS,8,55000,Eglinton–Lawrence,43.72,-79.43
2012 Feb,2011 Dec,2011 Q4,2012 Q1,Q4,2011,18296,2011-12-18,December,2012-02-24,February,Q1,2012,"Parks, Forestry & Recreation",PASS,4,99000,Parkdale–High Park,43.65,-79.46
2011 Dec,2011 Dec,2011 Q4,2011 Q4,Q4,2011,9003,2011-12-20,December,2011-12-21,December,Q4,2011,Toronto Water,PASS,7,70000,Humber River–Black Creek,43.74,-79.52
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,3477,2011-12-21,December,2012-03-14,March,Q1,2012,Toronto Water,PASS,23,75000,Scarborough North,43.82,-79.24
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,7638,2011-12-21,December,2012-03-25,March,Q1,2012,Transportation Services,PASS,22,123000,Scarborough–Agincourt,43.8,-79.27
2012 Apr,2011 Dec,2011 Q4,2012 Q2,Q4,2011,16392,2011-12-21,December,2012-04-18,April,Q2,2012,"Parks, Forestry & Recreation",PASS,15,117000,Don Valley West,43.72,-79.36
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,8014,2011-12-22,December,2012-03-23,March,Q1,2012,"Parks, Forestry & Recreation",PASS,23,186000,Scarborough North,43.82,-79.24
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,15039,2011-12-23,December,2012-03-10,March,Q1,2012,"Parks, Forestry & Recreation",PASS,4,78000,Parkdale–High Park,43.65,-79.46
2012 Feb,2011 Dec,2011 Q4,2012 Q1,Q4,2011,15699,2011-12-23,December,2012-02-20,February,Q1,2012,Solid Waste Management,PASS,25,183000,Scarborough–Rouge Park,43.81,-79.13
2012 Jan,2011 Dec,2011 Q4,2012 Q1,Q4,2011,6769,2011-12-25,December,2012-01-31,January,Q1,2012,Toronto Water,PASS,10,178000,Spadina–Fort York,43.64,-79.39
2012 Feb,2011 Dec,2011 Q4,2012 Q1,Q4,2011,11258,2011-12-25,December,2012-02-24,February,Q1,2012,Solid Waste Management,PASS,6,183000,York Centre,43.75,-79.45
2012 May,2011 Dec,2011 Q4,2012 Q2,Q4,2011,13891,2011-12-25,December,2012-05-21,May,Q2,2012,"Parks, Forestry & Recreation",FAIL,4,15000,Parkdale–High Park,43.65,-79.46
2012 Feb,2011 Dec,2011 Q4,2012 Q1,Q4,2011,19424,2011-12-25,December,2012-02-01,February,Q1,2012,Solid Waste Management,FAIL,16,210000,Don Valley East,43.75,-79.34
2012 Feb,2011 Dec,2011 Q4,2012 Q1,Q4,2011,15356,2011-12-26,December,2012-02-03,February,Q1,2012,Solid Waste Management,PASS,3,36000,Etobicoke–Lakeshore,43.62,-79.51
2012 Jan,2011 Dec,2011 Q4,2012 Q1,Q4,2011,20193,2011-12-27,December,2012-01-19,January,Q1,2012,Transportation Services,PASS,13,111000,Toronto Centre,43.66,-79.37
2012 Jan,2011 Dec,2011 Q4,2012 Q1,Q4,2011,2665,2011-12-29,December,2012-01-09,January,Q1,2012,Toronto Water,FAIL,11,2000,University–Rosedale,43.67,-79.4
2011 Dec,2011 Dec,2011 Q4,2011 Q4,Q4,2011,6251,2011-12-29,December,2011-12-30,December,Q4,2011,Toronto Water,FAIL,22,45000,Scarborough–Agincourt,43.8,-79.27
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,12018,2011-12-29,December,2012-03-18,March,Q1,2012,Solid Waste Management,FAIL,20,61000,Scarborough Southwest,43.71,-79.26
2012 Jan,2011 Dec,2011 Q4,2012 Q1,Q4,2011,13124,2011-12-29,December,2012-01-30,January,Q1,2012,Solid Waste Management,PASS,5,194000,York South–Weston,43.7,-79.49
2012 Mar,2011 Dec,2011 Q4,2012 Q1,Q4,2011,18126,2011-12-29,December,2012-03-12,March,Q1,2012,Solid Waste Management,FAIL,18,48000,Willowdale,43.77,-79.41
2012 Jan,2011 Dec,2011 Q4,2012 Q1,Q4,2011,6938,2011-12-31,December,2012-01-10,January,Q1,2012,Toronto Water,FAIL,9,261000,Davenport,43.67,-79.44
